Job_ID,Machine_ID,Operation_Type,Material_Used,Processing_Time,Energy_Consumption,Machine_Availability,Scheduled_Start,Scheduled_End,Actual_Start,Actual_End,Job_Status,Optimization_Category
J493,M02,Additive,4.47,100,9.82,81,2023-03-21 18:00:00,2023-03-21 19:40:00,2023-03-21 18:04:00,2023-03-21 19:44:00,Completed,Moderate Efficiency
J494,M05,Milling,1.21,71,6.85,91,2023-03-21 18:10:00,2023-03-21 19:21:00,2023-03-21 18:33:00,2023-03-21 19:44:00,Delayed,Low Efficiency
J495,M01,Drilling,2.42,44,6.16,92,2023-03-21 18:20:00,2023-03-21 19:04:00,2023-03-21 18:20:00,2023-03-21 19:04:00,Completed,High Efficiency
J496,M04,Milling,3.58,38,8.37,81,2023-03-21 18:30:00,2023-03-21 19:08:00,,,Failed,Low Efficiency
J497,M01,Drilling,4.94,23,10.07,92,2023-03-21 18:40:00,2023-03-21 19:03:00,2023-03-21 18:41:00,2023-03-21 19:04:00,Completed,Moderate Efficiency
J498,M01,Drilling,2.27,97,8.17,85,2023-03-21 18:50:00,2023-03-21 20:27:00,2023-03-21 18:53:00,2023-03-21 20:30:00,Completed,Moderate Efficiency
J499,M05,Grinding,4.3,69,8.55,88,2023-03-21 19:00:00,2023-03-21 20:09:00,2023-03-21 19:04:00,2023-03-21 20:13:00,Completed,Moderate Efficiency
J500,M03,Additive,1.39,48,9.05,86,2023-03-21 19:10:00,2023-03-21 19:58:00,,,Failed,Low Efficiency
J501,M02,Lathe,1.3,48,6.1,91,2023-03-21 19:20:00,2023-03-21 20:08:00,2023-03-21 19:20:00,2023-03-21 20:08:00,Completed,High Efficiency
J502,M05,Milling,3.91,91,10.83,92,2023-03-21 19:30:00,2023-03-21 21:01:00,2023-03-21 19:51:00,2023-03-21 21:22:00,Delayed,Low Efficiency
J503,M01,Additive,1.76,90,14.29,83,2023-03-21 19:40:00,2023-03-21 21:10:00,2023-03-21 19:39:00,2023-03-21 21:09:00,Completed,Low Efficiency
J504,M01,Lathe,2.22,81,13.88,89,2023-03-21 19:50:00,2023-03-21 21:11:00,2023-03-21 20:06:00,2023-03-21 21:27:00,Delayed,Low Efficiency
J505,M02,Milling,1.28,74,13.58,90,2023-03-21 20:00:00,2023-03-21 21:14:00,2023-03-21 19:55:00,2023-03-21 21:09:00,Completed,Low Efficiency
J506,M05,Milling,3.94,117,8.99,82,2023-03-21 20:10:00,2023-03-21 22:07:00,2023-03-21 20:08:00,2023-03-21 22:05:00,Completed,Low Efficiency
J507,M01,Drilling,1.45,22,14.51,80,2023-03-21 20:20:00,2023-03-21 20:42:00,2023-03-21 20:32:00,2023-03-21 20:54:00,Delayed,Low Efficiency
J508,M04,Grinding,2.59,77,6.72,81,2023-03-21 20:30:00,2023-03-21 21:47:00,2023-03-21 20:58:00,2023-03-21 22:15:00,Delayed,Low Efficiency
J509,M03,Milling,3.39,103,9.13,86,2023-03-21 20:40:00,2023-03-21 22:23:00,2023-03-21 20:40:00,2023-03-21 22:23:00,Completed,High Efficiency
J510,M01,Drilling,4.26,61,14.14,89,2023-03-21 20:50:00,2023-03-21 21:51:00,,,Failed,Low Efficiency
J511,M02,Grinding,1.93,74,9.07,84,2023-03-21 21:00:00,2023-03-21 22:14:00,2023-03-21 20:59:00,2023-03-21 22:13:00,Completed,Low Efficiency
J512,M05,Additive,4.9,98,4.27,90,2023-03-21 21:10:00,2023-03-21 22:48:00,2023-03-21 21:05:00,2023-03-21 22:43:00,Completed,Low Efficiency
J513,M03,Lathe,2.55,72,14.65,95,2023-03-21 21:20:00,2023-03-21 22:32:00,,,Failed,Low Efficiency
J514,M01,Grinding,1.84,116,9.83,87,2023-03-21 21:30:00,2023-03-21 23:26:00,,,Failed,Low Efficiency
J515,M03,Lathe,1.54,40,4.16,88,2023-03-21 21:40:00,2023-03-21 22:20:00,2023-03-21 22:07:00,2023-03-21 22:47:00,Delayed,Low Efficiency
J516,M01,Drilling,4.83,50,4.77,90,2023-03-21 21:50:00,2023-03-21 22:40:00,,,Failed,Low Efficiency
J517,M04,Lathe,4.64,66,14.84,84,2023-03-21 22:00:00,2023-03-21 23:06:00,2023-03-21 21:59:00,2023-03-21 23:05:00,Completed,Low Efficiency
J518,M05,Lathe,2.64,61,4.09,87,2023-03-21 22:10:00,2023-03-21 23:11:00,2023-03-21 22:07:00,2023-03-21 23:08:00,Completed,Low Efficiency
J519,M02,Drilling,3.6,96,14.32,89,2023-03-21 22:20:00,2023-03-21 23:56:00,2023-03-21 22:22:00,2023-03-21 23:58:00,Completed,Moderate Efficiency
J520,M04,Additive,3.26,34,6.56,94,2023-03-21 22:30:00,2023-03-21 23:04:00,,,Failed,Low Efficiency
J521,M05,Milling,4.81,62,14.46,80,2023-03-21 22:40:00,2023-03-21 23:42:00,2023-03-21 22:35:00,2023-03-21 23:37:00,Completed,Low Efficiency
J522,M04,Lathe,2.81,24,11.99,82,2023-03-21 22:50:00,2023-03-21 23:14:00,2023-03-21 23:17:00,2023-03-21 23:41:00,Delayed,Low Efficiency
J523,M02,Additive,1.32,52,6.94,90,2023-03-21 23:00:00,2023-03-21 23:52:00,2023-03-21 23:02:00,2023-03-21 23:54:00,Completed,High Efficiency
J524,M03,Additive,3.18,62,10.68,96,2023-03-21 23:10:00,2023-03-22 00:12:00,2023-03-21 23:14:00,2023-03-22 00:16:00,Completed,Moderate Efficiency
J525,M01,Milling,2.66,92,10.02,88,2023-03-21 23:20:00,2023-03-22 00:52:00,2023-03-21 23:21:00,2023-03-22 00:53:00,Completed,Moderate Efficiency
J526,M02,Grinding,3.61,76,9.64,96,2023-03-21 23:30:00,2023-03-22 00:46:00,2023-03-21 23:25:00,2023-03-22 00:41:00,Completed,Low Efficiency
J527,M01,Milling,1.08,67,3.15,91,2023-03-21 23:40:00,2023-03-22 00:47:00,2023-03-21 23:39:00,2023-03-22 00:46:00,Completed,Low Efficiency
J528,M03,Grinding,3.58,28,7.02,88,2023-03-21 23:50:00,2023-03-22 00:18:00,,,Failed,Low Efficiency
J529,M04,Drilling,4.91,102,9.47,88,2023-03-22 00:00:00,2023-03-22 01:42:00,,,Failed,Low Efficiency
J530,M04,Milling,1.4,87,9.93,87,2023-03-22 00:10:00,2023-03-22 01:37:00,2023-03-22 00:40:00,2023-03-22 02:07:00,Delayed,Low Efficiency
J531,M01,Grinding,1.21,90,8.86,95,2023-03-22 00:20:00,2023-03-22 01:50:00,2023-03-22 00:15:00,2023-03-22 01:45:00,Completed,Low Efficiency
J532,M03,Additive,4.5,106,4.73,84,2023-03-22 00:30:00,2023-03-22 02:16:00,2023-03-22 00:34:00,2023-03-22 02:20:00,Completed,High Efficiency
J533,M01,Drilling,1.54,112,6.86,93,2023-03-22 00:40:00,2023-03-22 02:32:00,2023-03-22 00:44:00,2023-03-22 02:36:00,Completed,High Efficiency
J534,M02,Lathe,3.14,61,3.66,88,2023-03-22 00:50:00,2023-03-22 01:51:00,2023-03-22 00:51:00,2023-03-22 01:52:00,Completed,High Efficiency
J535,M02,Drilling,4.9,45,6.96,90,2023-03-22 01:00:00,2023-03-22 01:45:00,2023-03-22 00:56:00,2023-03-22 01:41:00,Completed,Low Efficiency
J536,M01,Grinding,2.32,100,6.97,81,2023-03-22 01:10:00,2023-03-22 02:50:00,2023-03-22 01:05:00,2023-03-22 02:45:00,Completed,Low Efficiency
J537,M02,Lathe,3.05,48,13.96,90,2023-03-22 01:20:00,2023-03-22 02:08:00,2023-03-22 01:15:00,2023-03-22 02:03:00,Completed,Low Efficiency
J538,M01,Lathe,1.12,75,2.16,86,2023-03-22 01:30:00,2023-03-22 02:45:00,2023-03-22 01:34:00,2023-03-22 02:49:00,Completed,High Efficiency
J539,M01,Drilling,2.94,116,10.59,96,2023-03-22 01:40:00,2023-03-22 03:36:00,2023-03-22 01:41:00,2023-03-22 03:37:00,Completed,Moderate Efficiency
J540,M05,Lathe,3.88,60,3.62,95,2023-03-22 01:50:00,2023-03-22 02:50:00,2023-03-22 01:55:00,2023-03-22 02:55:00,Completed,High Efficiency
J541,M01,Additive,1.81,53,4.45,85,2023-03-22 02:00:00,2023-03-22 02:53:00,2023-03-22 02:03:00,2023-03-22 02:56:00,Completed,High Efficiency
J542,M03,Drilling,3.57,47,13.17,89,2023-03-22 02:10:00,2023-03-22 02:57:00,2023-03-22 02:12:00,2023-03-22 02:59:00,Completed,Moderate Efficiency
J543,M05,Lathe,2.12,87,3.37,89,2023-03-22 02:20:00,2023-03-22 03:47:00,2023-03-22 02:24:00,2023-03-22 03:51:00,Completed,High Efficiency
J544,M02,Lathe,1.3,89,5.76,89,2023-03-22 02:30:00,2023-03-22 03:59:00,2023-03-22 02:31:00,2023-03-22 04:00:00,Completed,High Efficiency
J545,M05,Lathe,4.19,50,6.67,89,2023-03-22 02:40:00,2023-03-22 03:30:00,2023-03-22 02:39:00,2023-03-22 03:29:00,Completed,Low Efficiency
J546,M04,Lathe,2.77,95,7.55,81,2023-03-22 02:50:00,2023-03-22 04:25:00,2023-03-22 02:55:00,2023-03-22 04:30:00,Completed,Moderate Efficiency
J547,M04,Lathe,2.75,100,6.39,91,2023-03-22 03:00:00,2023-03-22 04:40:00,2023-03-22 03:02:00,2023-03-22 04:42:00,Completed,High Efficiency
J548,M04,Additive,2.81,21,5.14,91,2023-03-22 03:10:00,2023-03-22 03:31:00,2023-03-22 03:10:00,2023-03-22 03:31:00,Completed,High Efficiency
J549,M04,Additive,1.61,61,14.7,88,2023-03-22 03:20:00,2023-03-22 04:21:00,2023-03-22 03:15:00,2023-03-22 04:16:00,Completed,Low Efficiency
J550,M02,Lathe,2.98,31,6.28,92,2023-03-22 03:30:00,2023-03-22 04:01:00,2023-03-22 03:35:00,2023-03-22 04:06:00,Completed,High Efficiency
J551,M01,Drilling,3.36,85,5.05,92,2023-03-22 03:40:00,2023-03-22 05:05:00,2023-03-22 03:39:00,2023-03-22 05:04:00,Completed,Low Efficiency
J552,M01,Additive,4.76,68,11.58,86,2023-03-22 03:50:00,2023-03-22 04:58:00,2023-03-22 03:53:00,2023-03-22 05:01:00,Completed,Moderate Efficiency
J553,M03,Lathe,3.11,63,12.39,83,2023-03-22 04:00:00,2023-03-22 05:03:00,2023-03-22 04:00:00,2023-03-22 05:03:00,Completed,Moderate Efficiency
J554,M04,Milling,1.42,93,6.97,96,2023-03-22 04:10:00,2023-03-22 05:43:00,2023-03-22 04:12:00,2023-03-22 05:45:00,Completed,High Efficiency
J555,M02,Additive,1.61,37,12.3,95,2023-03-22 04:20:00,2023-03-22 04:57:00,2023-03-22 04:30:00,2023-03-22 05:07:00,Delayed,Low Efficiency
J556,M05,Additive,3.93,36,5.37,98,2023-03-22 04:30:00,2023-03-22 05:06:00,,,Failed,Low Efficiency
J557,M04,Drilling,3.61,44,4.66,98,2023-03-22 04:40:00,2023-03-22 05:24:00,2023-03-22 04:40:00,2023-03-22 05:24:00,Completed,High Efficiency
J558,M03,Drilling,4.07,56,8.89,87,2023-03-22 04:50:00,2023-03-22 05:46:00,2023-03-22 04:54:00,2023-03-22 05:50:00,Completed,Moderate Efficiency
J559,M02,Lathe,1.78,114,9.67,88,2023-03-22 05:00:00,2023-03-22 06:54:00,2023-03-22 05:01:00,2023-03-22 06:55:00,Completed,Moderate Efficiency
J560,M01,Grinding,2.66,79,12.1,82,2023-03-22 05:10:00,2023-03-22 06:29:00,2023-03-22 05:30:00,2023-03-22 06:49:00,Delayed,Low Efficiency
J561,M04,Milling,1.65,44,8.3,88,2023-03-22 05:20:00,2023-03-22 06:04:00,2023-03-22 05:23:00,2023-03-22 06:07:00,Completed,Moderate Efficiency
J562,M05,Lathe,3.38,108,10.49,91,2023-03-22 05:30:00,2023-03-22 07:18:00,2023-03-22 05:31:00,2023-03-22 07:19:00,Completed,Moderate Efficiency
J563,M05,Milling,1.36,80,7.48,81,2023-03-22 05:40:00,2023-03-22 07:00:00,2023-03-22 05:44:00,2023-03-22 07:04:00,Completed,Moderate Efficiency
J564,M02,Grinding,2.72,112,12.39,85,2023-03-22 05:50:00,2023-03-22 07:42:00,2023-03-22 05:46:00,2023-03-22 07:38:00,Completed,Low Efficiency
J565,M05,Milling,3.16,110,13.71,95,2023-03-22 06:00:00,2023-03-22 07:50:00,2023-03-22 06:05:00,2023-03-22 07:55:00,Completed,Moderate Efficiency
J566,M02,Grinding,2.91,108,6.09,84,2023-03-22 06:10:00,2023-03-22 07:58:00,2023-03-22 06:13:00,2023-03-22 08:01:00,Completed,High Efficiency
J567,M01,Milling,3.42,88,7.35,97,2023-03-22 06:20:00,2023-03-22 07:48:00,2023-03-22 06:23:00,2023-03-22 07:51:00,Completed,High Efficiency
J568,M03,Grinding,2.7,74,2.47,95,2023-03-22 06:30:00,2023-03-22 07:44:00,2023-03-22 07:00:00,2023-03-22 08:14:00,Delayed,Low Efficiency
J569,M02,Grinding,3.08,52,10.42,96,2023-03-22 06:40:00,2023-03-22 07:32:00,2023-03-22 06:39:00,2023-03-22 07:31:00,Completed,Low Efficiency
J570,M03,Grinding,3.17,67,13.2,91,2023-03-22 06:50:00,2023-03-22 07:57:00,2023-03-22 06:48:00,2023-03-22 07:55:00,Completed,Low Efficiency
J571,M03,Drilling,4.71,85,8.37,97,2023-03-22 07:00:00,2023-03-22 08:25:00,,,Failed,Low Efficiency
J572,M04,Additive,1.44,90,11.44,94,2023-03-22 07:10:00,2023-03-22 08:40:00,2023-03-22 07:12:00,2023-03-22 08:42:00,Completed,Moderate Efficiency
J573,M03,Lathe,1.02,70,6.78,86,2023-03-22 07:20:00,2023-03-22 08:30:00,,,Failed,Low Efficiency
J574,M02,Milling,2.31,23,5.63,98,2023-03-22 07:30:00,2023-03-22 07:53:00,2023-03-22 07:29:00,2023-03-22 07:52:00,Completed,Low Efficiency
J575,M05,Additive,1.99,120,2.21,93,2023-03-22 07:40:00,2023-03-22 09:40:00,2023-03-22 08:06:00,2023-03-22 10:06:00,Delayed,Low Efficiency
J576,M03,Lathe,2.29,65,3.67,87,2023-03-22 07:50:00,2023-03-22 08:55:00,2023-03-22 07:52:00,2023-03-22 08:57:00,Completed,High Efficiency
J577,M04,Drilling,3.71,99,5.13,90,2023-03-22 08:00:00,2023-03-22 09:39:00,2023-03-22 08:20:00,2023-03-22 09:59:00,Delayed,Low Efficiency
J578,M03,Lathe,2.88,84,4.29,90,2023-03-22 08:10:00,2023-03-22 09:34:00,2023-03-22 08:05:00,2023-03-22 09:29:00,Completed,Low Efficiency
J579,M03,Drilling,3.36,94,13.75,86,2023-03-22 08:20:00,2023-03-22 09:54:00,2023-03-22 08:22:00,2023-03-22 09:56:00,Completed,Moderate Efficiency
J580,M04,Milling,3.96,28,9.13,86,2023-03-22 08:30:00,2023-03-22 08:58:00,2023-03-22 08:27:00,2023-03-22 08:55:00,Completed,Low Efficiency
J581,M01,Additive,3.37,67,11.24,98,2023-03-22 08:40:00,2023-03-22 09:47:00,2023-03-22 08:42:00,2023-03-22 09:49:00,Completed,Moderate Efficiency
J582,M03,Grinding,2.67,95,6.41,85,2023-03-22 08:50:00,2023-03-22 10:25:00,2023-03-22 09:16:00,2023-03-22 10:51:00,Delayed,Low Efficiency
J583,M02,Milling,4.15,56,13.47,80,2023-03-22 09:00:00,2023-03-22 09:56:00,2023-03-22 08:57:00,2023-03-22 09:53:00,Completed,Low Efficiency
J584,M05,Additive,2.4,32,4.86,93,2023-03-22 09:10:00,2023-03-22 09:42:00,,,Failed,Low Efficiency
J585,M05,Lathe,4.47,41,5.15,93,2023-03-22 09:20:00,2023-03-22 10:01:00,,,Failed,Low Efficiency
J586,M01,Additive,4.59,88,10.05,82,2023-03-22 09:30:00,2023-03-22 10:58:00,2023-03-22 09:32:00,2023-03-22 11:00:00,Completed,Moderate Efficiency
J587,M05,Additive,4.67,80,6.9,94,2023-03-22 09:40:00,2023-03-22 11:00:00,2023-03-22 09:50:00,2023-03-22 11:10:00,Delayed,Low Efficiency
J588,M04,Grinding,3.57,96,13.0,98,2023-03-22 09:50:00,2023-03-22 11:26:00,,,Failed,Low Efficiency
J589,M03,Additive,4.06,54,11.89,88,2023-03-22 10:00:00,2023-03-22 10:54:00,2023-03-22 09:59:00,2023-03-22 10:53:00,Completed,Low Efficiency
J590,M03,Lathe,1.72,110,3.47,82,2023-03-22 10:10:00,2023-03-22 12:00:00,2023-03-22 10:08:00,2023-03-22 11:58:00,Completed,Low Efficiency
J591,M05,Additive,1.8,70,13.68,85,2023-03-22 10:20:00,2023-03-22 11:30:00,,,Failed,Low Efficiency
J592,M01,Milling,2.89,69,6.62,80,2023-03-22 10:30:00,2023-03-22 11:39:00,,,Failed,Low Efficiency
J593,M03,Grinding,3.12,87,6.22,89,2023-03-22 10:40:00,2023-03-22 12:07:00,2023-03-22 10:38:00,2023-03-22 12:05:00,Completed,Low Efficiency
J594,M05,Drilling,2.22,84,12.13,86,2023-03-22 10:50:00,2023-03-22 12:14:00,2023-03-22 10:47:00,2023-03-22 12:11:00,Completed,Low Efficiency
J595,M05,Lathe,4.3,26,9.83,83,2023-03-22 11:00:00,2023-03-22 11:26:00,2023-03-22 10:57:00,2023-03-22 11:23:00,Completed,Low Efficiency
J596,M02,Additive,4.69,21,3.03,91,2023-03-22 11:10:00,2023-03-22 11:31:00,2023-03-22 11:14:00,2023-03-22 11:35:00,Completed,High Efficiency
J597,M04,Milling,3.02,64,11.0,88,2023-03-22 11:20:00,2023-03-22 12:24:00,2023-03-22 11:24:00,2023-03-22 12:28:00,Completed,Moderate Efficiency
J598,M04,Additive,4.33,102,2.43,93,2023-03-22 11:30:00,2023-03-22 13:12:00,2023-03-22 11:31:00,2023-03-22 13:13:00,Completed,Optimal Efficiency
J599,M04,Lathe,4.49,85,7.05,81,2023-03-22 11:40:00,2023-03-22 13:05:00,2023-03-22 12:08:00,2023-03-22 13:33:00,Delayed,Low Efficiency
J600,M01,Milling,4.72,63,10.66,86,2023-03-22 11:50:00,2023-03-22 12:53:00,2023-03-22 11:47:00,2023-03-22 12:50:00,Completed,Low Efficiency
J601,M01,Milling,3.89,60,12.62,92,2023-03-22 12:00:00,2023-03-22 13:00:00,2023-03-22 11:55:00,2023-03-22 12:55:00,Completed,Low Efficiency
J602,M04,Lathe,4.02,79,7.93,80,2023-03-22 12:10:00,2023-03-22 13:29:00,2023-03-22 12:35:00,2023-03-22 13:54:00,Delayed,Low Efficiency
J603,M03,Lathe,3.24,90,7.32,83,2023-03-22 12:20:00,2023-03-22 13:50:00,2023-03-22 12:20:00,2023-03-22 13:50:00,Completed,High Efficiency
J604,M02,Grinding,4.66,104,4.99,83,2023-03-22 12:30:00,2023-03-22 14:14:00,2023-03-22 12:53:00,2023-03-22 14:37:00,Delayed,Low Efficiency
J605,M04,Additive,1.43,25,9.27,91,2023-03-22 12:40:00,2023-03-22 13:05:00,2023-03-22 12:43:00,2023-03-22 13:08:00,Completed,Moderate Efficiency
J606,M01,Grinding,3.62,103,11.35,94,2023-03-22 12:50:00,2023-03-22 14:33:00,2023-03-22 12:50:00,2023-03-22 14:33:00,Completed,Moderate Efficiency
J607,M03,Milling,4.97,79,13.93,94,2023-03-22 13:00:00,2023-03-22 14:19:00,,,Failed,Low Efficiency
J608,M03,Lathe,3.36,118,7.23,95,2023-03-22 13:10:00,2023-03-22 15:08:00,,,Failed,Low Efficiency
J609,M03,Lathe,3.04,85,3.08,82,2023-03-22 13:20:00,2023-03-22 14:45:00,,,Failed,Low Efficiency
J610,M01,Lathe,2.91,116,2.46,87,2023-03-22 13:30:00,2023-03-22 15:26:00,,,Failed,Low Efficiency
J611,M01,Lathe,2.38,70,7.41,80,2023-03-22 13:40:00,2023-03-22 14:50:00,,,Failed,Low Efficiency
J612,M03,Lathe,1.55,102,14.0,80,2023-03-22 13:50:00,2023-03-22 15:32:00,,,Failed,Low Efficiency
J613,M03,Additive,4.02,66,6.01,84,2023-03-22 14:00:00,2023-03-22 15:06:00,2023-03-22 14:01:00,2023-03-22 15:07:00,Completed,High Efficiency
J614,M01,Lathe,4.24,77,5.71,81,2023-03-22 14:10:00,2023-03-22 15:27:00,2023-03-22 14:10:00,2023-03-22 15:27:00,Completed,High Efficiency
J615,M02,Milling,3.24,53,12.27,81,2023-03-22 14:20:00,2023-03-22 15:13:00,2023-03-22 14:44:00,2023-03-22 15:37:00,Delayed,Low Efficiency
J616,M01,Additive,1.45,45,6.11,93,2023-03-22 14:30:00,2023-03-22 15:15:00,,,Failed,Low Efficiency
J617,M01,Drilling,2.09,66,11.05,91,2023-03-22 14:40:00,2023-03-22 15:46:00,2023-03-22 14:39:00,2023-03-22 15:45:00,Completed,Low Efficiency
J618,M02,Lathe,3.83,94,13.39,84,2023-03-22 14:50:00,2023-03-22 16:24:00,2023-03-22 14:51:00,2023-03-22 16:25:00,Completed,Moderate Efficiency
J619,M01,Grinding,1.04,114,11.61,98,2023-03-22 15:00:00,2023-03-22 16:54:00,2023-03-22 15:19:00,2023-03-22 17:13:00,Delayed,Low Efficiency
J620,M01,Additive,3.85,112,13.5,85,2023-03-22 15:10:00,2023-03-22 17:02:00,2023-03-22 15:12:00,2023-03-22 17:04:00,Completed,Moderate Efficiency
J621,M05,Drilling,4.68,58,8.91,87,2023-03-22 15:20:00,2023-03-22 16:18:00,2023-03-22 15:17:00,2023-03-22 16:15:00,Completed,Low Efficiency
J622,M03,Grinding,1.93,107,2.24,80,2023-03-22 15:30:00,2023-03-22 17:17:00,2023-03-22 15:58:00,2023-03-22 17:45:00,Delayed,Low Efficiency
J623,M04,Grinding,2.43,109,9.16,81,2023-03-22 15:40:00,2023-03-22 17:29:00,2023-03-22 15:40:00,2023-03-22 17:29:00,Completed,High Efficiency
J624,M03,Additive,1.92,29,14.55,91,2023-03-22 15:50:00,2023-03-22 16:19:00,2023-03-22 15:52:00,2023-03-22 16:21:00,Completed,Moderate Efficiency
J625,M01,Drilling,3.36,70,11.67,94,2023-03-22 16:00:00,2023-03-22 17:10:00,2023-03-22 16:30:00,2023-03-22 17:40:00,Delayed,Low Efficiency
J626,M05,Drilling,3.13,52,2.68,82,2023-03-22 16:10:00,2023-03-22 17:02:00,2023-03-22 16:07:00,2023-03-22 16:59:00,Completed,Low Efficiency
J627,M01,Grinding,3.22,72,3.4,85,2023-03-22 16:20:00,2023-03-22 17:32:00,2023-03-22 16:17:00,2023-03-22 17:29:00,Completed,Low Efficiency
J628,M02,Drilling,1.5,119,6.85,84,2023-03-22 16:30:00,2023-03-22 18:29:00,2023-03-22 16:26:00,2023-03-22 18:25:00,Completed,Low Efficiency
J629,M03,Milling,1.3,112,2.94,93,2023-03-22 16:40:00,2023-03-22 18:32:00,2023-03-22 17:06:00,2023-03-22 18:58:00,Delayed,Low Efficiency
J630,M05,Additive,4.02,39,6.18,93,2023-03-22 16:50:00,2023-03-22 17:29:00,2023-03-22 17:13:00,2023-03-22 17:52:00,Delayed,Low Efficiency
J631,M01,Lathe,4.54,105,2.63,97,2023-03-22 17:00:00,2023-03-22 18:45:00,2023-03-22 16:59:00,2023-03-22 18:44:00,Completed,Low Efficiency
J632,M01,Grinding,2.1,51,13.64,85,2023-03-22 17:10:00,2023-03-22 18:01:00,2023-03-22 17:09:00,2023-03-22 18:00:00,Completed,Low Efficiency
J633,M03,Milling,4.42,98,14.08,97,2023-03-22 17:20:00,2023-03-22 18:58:00,2023-03-22 17:46:00,2023-03-22 19:24:00,Delayed,Low Efficiency
J634,M03,Drilling,3.26,87,9.49,80,2023-03-22 17:30:00,2023-03-22 18:57:00,2023-03-22 17:27:00,2023-03-22 18:54:00,Completed,Low Efficiency
J635,M04,Milling,1.54,103,7.9,80,2023-03-22 17:40:00,2023-03-22 19:23:00,,,Failed,Low Efficiency
J636,M05,Milling,1.45,73,4.36,80,2023-03-22 17:50:00,2023-03-22 19:03:00,2023-03-22 18:12:00,2023-03-22 19:25:00,Delayed,Low Efficiency
J637,M04,Grinding,2.13,85,13.13,89,2023-03-22 18:00:00,2023-03-22 19:25:00,,,Failed,Low Efficiency
J638,M05,Drilling,3.8,93,4.06,88,2023-03-22 18:10:00,2023-03-22 19:43:00,2023-03-22 18:06:00,2023-03-22 19:39:00,Completed,Low Efficiency
J639,M05,Grinding,1.37,102,2.21,82,2023-03-22 18:20:00,2023-03-22 20:02:00,2023-03-22 18:44:00,2023-03-22 20:26:00,Delayed,Low Efficiency
J640,M01,Lathe,1.78,36,6.59,86,2023-03-22 18:30:00,2023-03-22 19:06:00,2023-03-22 18:34:00,2023-03-22 19:10:00,Completed,High Efficiency
J641,M01,Grinding,2.8,113,3.17,85,2023-03-22 18:40:00,2023-03-22 20:33:00,2023-03-22 19:10:00,2023-03-22 21:03:00,Delayed,Low Efficiency
J642,M04,Lathe,4.66,43,11.89,90,2023-03-22 18:50:00,2023-03-22 19:33:00,2023-03-22 19:14:00,2023-03-22 19:57:00,Delayed,Low Efficiency
J643,M05,Grinding,4.74,61,5.82,91,2023-03-22 19:00:00,2023-03-22 20:01:00,2023-03-22 19:28:00,2023-03-22 20:29:00,Delayed,Low Efficiency
J644,M02,Drilling,4.04,87,14.09,89,2023-03-22 19:10:00,2023-03-22 20:37:00,2023-03-22 19:14:00,2023-03-22 20:41:00,Completed,Moderate Efficiency
J645,M01,Milling,2.32,50,8.42,89,2023-03-22 19:20:00,2023-03-22 20:10:00,2023-03-22 19:33:00,2023-03-22 20:23:00,Delayed,Low Efficiency
J646,M02,Additive,3.69,118,4.63,84,2023-03-22 19:30:00,2023-03-22 21:28:00,,,Failed,Low Efficiency
J647,M05,Grinding,2.44,97,14.54,98,2023-03-22 19:40:00,2023-03-22 21:17:00,2023-03-22 19:39:00,2023-03-22 21:16:00,Completed,Low Efficiency
J648,M01,Additive,1.71,56,11.0,90,2023-03-22 19:50:00,2023-03-22 20:46:00,2023-03-22 19:53:00,2023-03-22 20:49:00,Completed,Moderate Efficiency
J649,M03,Additive,1.69,57,2.81,96,2023-03-22 20:00:00,2023-03-22 20:57:00,2023-03-22 20:21:00,2023-03-22 21:18:00,Delayed,Low Efficiency
J650,M04,Drilling,1.34,100,9.56,85,2023-03-22 20:10:00,2023-03-22 21:50:00,2023-03-22 20:13:00,2023-03-22 21:53:00,Completed,Moderate Efficiency
J651,M01,Drilling,3.41,37,6.08,84,2023-03-22 20:20:00,2023-03-22 20:57:00,2023-03-22 20:39:00,2023-03-22 21:16:00,Delayed,Low Efficiency
J652,M01,Additive,2.29,25,3.47,85,2023-03-22 20:30:00,2023-03-22 20:55:00,2023-03-22 20:35:00,2023-03-22 21:00:00,Completed,High Efficiency
J653,M04,Drilling,1.59,21,12.56,81,2023-03-22 20:40:00,2023-03-22 21:01:00,2023-03-22 21:08:00,2023-03-22 21:29:00,Delayed,Low Efficiency
J654,M02,Drilling,2.03,59,3.42,93,2023-03-22 20:50:00,2023-03-22 21:49:00,2023-03-22 21:04:00,2023-03-22 22:03:00,Delayed,Low Efficiency
J655,M04,Milling,4.76,46,4.61,89,2023-03-22 21:00:00,2023-03-22 21:46:00,2023-03-22 20:59:00,2023-03-22 21:45:00,Completed,Low Efficiency
J656,M02,Grinding,3.68,23,8.99,87,2023-03-22 21:10:00,2023-03-22 21:33:00,2023-03-22 21:10:00,2023-03-22 21:33:00,Completed,High Efficiency
J657,M03,Grinding,3.91,101,10.7,95,2023-03-22 21:20:00,2023-03-22 23:01:00,2023-03-22 21:20:00,2023-03-22 23:01:00,Completed,Moderate Efficiency
J658,M02,Drilling,4.08,60,2.94,90,2023-03-22 21:30:00,2023-03-22 22:30:00,2023-03-22 21:57:00,2023-03-22 22:57:00,Delayed,Low Efficiency
J659,M03,Milling,1.18,61,14.09,87,2023-03-22 21:40:00,2023-03-22 22:41:00,2023-03-22 21:50:00,2023-03-22 22:51:00,Delayed,Low Efficiency
